status,size,buffer_size,buffer_level,total_played_utility,time_average_played_utility,total_played_bitrate,time_average_played_bitrate,total_play_time,total_play_time_chunks,total_rebuffer,rebuffer_ratio,time_average_rebuffer,total_rebuffer_events,time_average_rebuffer_events,total_bitrate_change,time_average_bitrate_change,total_log_bitrate_change,time_average_log_bitrate_change,time_average_score,total_reaction_time,estimate,qoe,download_time
missingTrace,886360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,886360,25000.0,3000.0,0.0,0.0,0.0,0.0,0.241272,0.080424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,177.272
downloadedSegment,8067960,25000.0,4322.407999999999,0.0,0.0,230.0,359.5877560890193,1.918864,0.6396213333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3084412860942724,1613.592
downloadedSegment,8491768,25000.0,5560.0544,2.555540685904549,2.082632131747292,3192.0,2601.313217670154,3.6812176,1.2270725333333332,0.0,0.0,0.0,0.0,0.0,2732.0,2226.437252717688,2.555540685904549,2.082632131747292,2.082632131747292,0.0,0.0,1.339215173183144,1698.3536
missingTrace,9855896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,9855896,25000.0,6524.8752,2.555540685904549,1.341163380700522,3192.0,1675.1811210866256,5.7163968,1.9054656,0.0,0.0,0.0,0.0,0.0,2732.0,1433.7703078974505,2.555540685904549,1.341163380700522,1.341163380700522,0.0,0.0,0.5878893080968531,1971.1792
downloadedSegment,12744936,25000.0,6911.887999999999,5.111081371809098,1.8408617150352649,6154.0,2216.4904391489217,8.329384,2.776461333333333,0.0,0.0,0.0,0.0,0.0,2732.0,983.9863308018936,2.555540685904549,0.9204308575176324,1.8408617150352649,0.0,0.0,1.119809182537394,2548.9872
missingTrace,11369328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,11369328,25000.0,7574.0224,7.666622057713647,2.156119621794632,9116.0,2563.7348918881585,10.6672496,3.5557498666666665,0.0,0.0,0.0,0.0,0.0,2732.0,768.3330106009707,2.555540685904549,0.7187065405982107,2.156119621794632,0.0,0.0,1.4350838637175238,2273.8656
downloadedSegment,15416704,25000.0,7426.6816,10.751121412483029,2.334731852596157,14143.0,3071.3179885521618,13.814590399999998,4.604863466666666,0.0,0.0,0.0,0.0,0.0,4797.0,1041.724697099959,3.08449935476938,0.6698351378053266,2.334731852596157,0.0,0.0,1.8496175968642663,3083.3408
missingTrace,20389544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,20389544,25000.0,6284.772800000001,13.835620767252408,2.3115230780483773,19170.0,3202.7400975798228,17.9564992,5.985499733333333,0.0,0.0,0.0,0.0,0.0,4797.0,801.4368413192701,3.08449935476938,0.5153286262117363,2.3115230780483773,0.0,-1.2992781453898974e-13,1.9378329480399616,4077.9087999999992
missingTrace,16018016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,16018016,25000.0,6017.1696,16.92012012202179,2.3916375547672337,24197.0,3420.215311437624,21.2241024,7.074700799999999,0.0,0.0,0.0,0.0,0.0,4797.0,678.0498759749672,3.08449935476938,0.4359900781626526,2.3916375547672337,0.0,-1.1368683772161605e-13,2.1090017979188325,3203.6032
downloadedSegment,9247176,25000.0,7103.7344,20.00461947679117,2.5937876133531823,29224.0,3789.167262120409,23.137537599999995,7.712512533333332,0.0,0.0,0.0,0.0,0.0,4797.0,621.9762988089105,3.08449935476938,0.3999344365974425,2.5937876133531823,0.0,-1.0105496686365869e-13,2.402370253428636,1849.4352
missingTrace,9253528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,9253528,25000.0,8189.0288,23.08911883156055,2.7649163367008054,34251.0,4101.548878465304,25.0522432,8.350747733333332,0.0,0.0,0.0,0.0,0.0,4797.0,574.4395775305264,3.08449935476938,0.3693680438288313,2.7649163367008054,0.0,-9.094947017729285e-14,2.6341924699714587,1850.7056
downloadedSegment,8116376,25000.0,9501.7536,23.08911883156055,2.590448917534792,34251.0,3842.7393666147705,26.7395184,8.9131728,0.0,0.0,0.0,0.0,0.0,4797.0,538.1921912251045,3.08449935476938,0.3460607601783935,2.590448917534792,0.0,-8.268133652481167e-14,2.383068418284944,1623.2752
downloadedSegment,11045344,25000.0,7228.6848,25.6446595174651,2.6517448451613896,37213.0,3847.950519903996,29.0125872,9.6708624,0.0,0.0,0.0,0.0,0.0,6862.0,709.5540931282407,3.613458023634212,0.3736438255635001,2.6517448451613896,0.0,-7.579122514774404e-14,2.391293821824247,2209.0688
missingTrace,14050000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,14050000,25000.0,7354.6848,28.20020020336965,2.653172008640328,40175.0,3779.802436806408,31.8865872,10.6288624,0.0,0.0,0.0,0.0,0.0,6862.0,645.6006053855773,3.613458023634212,0.3399665822782889,2.653172008640328,0.0,-6.996113090560988e-14,2.341202683808372,2810.0
downloadedSegment,14402320,25000.0,7410.2208,31.28469955813903,2.6945525742391925,45202.0,3893.250284677025,34.8310512,11.610350399999998,0.0,0.0,0.0,0.0,0.0,8927.0,768.8829098560196,4.142416692499043,0.3567865352710667,2.6945525742391925,0.0,-6.496390726949487e-14,2.4585943310140217,2880.464
