status,size,buffer_size,buffer_level,total_played_utility,time_average_played_utility,total_played_bitrate,time_average_played_bitrate,total_play_time,total_play_time_chunks,total_rebuffer,rebuffer_ratio,time_average_rebuffer,total_rebuffer_events,time_average_rebuffer_events,total_bitrate_change,time_average_bitrate_change,total_log_bitrate_change,time_average_log_bitrate_change,time_average_score,total_reaction_time,estimate,qoe,download_time,delay
downloadedSegment,4831664.0,6000.0,4009.6672,121.19741483798296,1.8345491721551912,97942.0,1482.5350463078746,198.1916048,66.06386826666667,0.0,0.0,0.0,0.0,0.0,4267.0,64.58901229907191,3.2858310632554564,0.0497371884127675,1.8345491721551912,0.0,2.893846778368409e-13,1.2426359913802083,966.3328,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.6672
missingTrace,3680376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,3680376.0,6000.0,4239.9248,123.0226651465366,1.8365123471843927,99369.0,1483.404665392291,200.9613472,66.98711573333333,0.0,0.0,0.0,0.0,0.0,4267.0,63.69881660506703,3.2858310632554564,0.0490516874369678,1.8365123471843927,0.0,2.850655035407687e-13,1.2457628932603029,736.0752,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1239.9247999999998
missingTrace,4308864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,4308864.0,6000.0,4114.227199999999,124.84791545509025,1.8352156881506805,100796.0,1481.6619070374234,204.0870448,68.02901493333333,0.0,0.0,0.0,0.0,0.0,4267.0,62.72323660987227,3.2858310632554564,0.0483004357254839,1.8352156881506805,0.0,2.942482858677122e-13,1.2463671153462603,861.7728000000002,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.2271999999994
downloadedSegment,3974312.0,6000.0,4181.1376,126.67316576364388,1.8356644313478503,102223.0,1481.3486663449871,207.0201344,69.00671146666667,0.0,0.0,0.0,0.0,0.0,4267.0,61.83456520835878,3.2858310632554564,0.0476161085410172,1.8356644313478503,0.0,2.89983817956586e-13,1.2482752895174285,794.8624,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.1376
missingTrace,4538520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,4538520.0,6000.0,4068.296,128.4984160721975,1.8345299988355588,103650.0,1479.777262565396,210.132976,70.04432533333333,0.0,0.0,0.0,0.0,0.0,4267.0,60.91856805949391,3.2858310632554564,0.0469107389873275,1.8345299988355588,0.0,2.9883397343967657e-13,1.2489446729800646,907.7040000000002,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.2960000000005
downloadedSegment,3302216.0,6000.0,4315.5568,130.32366638075115,1.8365299840571607,105077.0,1480.7522416609754,212.8857152,70.96190506666667,0.0,0.0,0.0,0.0,0.0,4267.0,60.13085466055732,3.2858310632554564,0.0463041551684458,1.8365299840571607,0.0,3.074348287683139e-13,1.2519812364691838,660.4432000000002,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1315.5568000000003
missingTrace,5306216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,5306216.0,6000.0,3914.7568,132.1489166893048,1.8329702603110525,106504.0,1477.262693444145,216.2865152,72.09550506666666,0.0,0.0,0.0,0.0,0.0,4267.0,59.18538189106669,3.2858310632554564,0.0455760877216554,1.8329702603110525,0.0,2.905330297330189e-13,1.2507453331848188,1061.2432,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.7567999999992
