status,size,buffer_size,buffer_level,total_played_utility,time_average_played_utility,total_played_bitrate,time_average_played_bitrate,total_play_time,total_play_time_chunks,total_rebuffer,rebuffer_ratio,time_average_rebuffer,total_rebuffer_events,time_average_rebuffer_events,total_bitrate_change,time_average_bitrate_change,total_log_bitrate_change,time_average_log_bitrate_change,time_average_score,total_reaction_time,estimate,qoe,download_time,delay
downloadedSegment,7043424.0,6000.0,4335.3152,63.15778473551554,2.2006719003411543,62328.0,2171.758854096291,86.0979568,28.69931893333333,0.0,0.0,0.0,0.0,0.0,3638.0,126.7625900269912,2.920643054157237,0.1017669813329613,2.2006719003411543,0.0,1.5680943134016005e-13,1.5969583868743067,1408.6848,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1335.3152
downloadedSegment,5542176.0,6000.0,4635.5648,65.3482230531674,2.2077672424350863,64384.0,2175.191298182528,88.7977072,29.59923573333333,0.0,0.0,0.0,0.0,0.0,3638.0,122.90857888276646,2.920643054157237,0.0986729211683036,2.2077672424350863,0.0,1.818989403545857e-13,1.610347462261872,1108.4352,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1635.5648
missingTrace,6035928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,6035928.0,6000.0,4536.814399999999,67.53866137081926,2.204829102274969,66440.0,2168.962821914041,91.8964576,30.632152533333333,0.0,0.0,0.0,0.0,0.0,3638.0,118.76409912888744,2.920643054157237,0.0953456682803811,2.204829102274969,0.0,1.7603123260121196e-13,1.6141377680622098,1207.1856,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1536.8143999999993
downloadedSegment,5521280.0,6000.0,4639.744,69.72909968847111,2.2067677348754584,68496.0,2167.7429286100632,94.793528,31.597842666666665,0.0,0.0,0.0,0.0,0.0,3638.0,115.13444251172928,2.920643054157237,0.0924317234238999,2.2067677348754584,0.0,1.705302565824241e-13,1.6222199446282146,1104.256,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1639.7439999999997
missingTrace,7571168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,7571168.0,6000.0,4229.7664,71.91953800612296,2.197056130533581,70552.0,2155.2794750740545,98.2035056,32.73450186666667,0.0,0.0,0.0,0.0,0.0,3638.0,111.13656211474388,2.920643054157237,0.0892221627826665,2.197056130533581,0.0,1.6536267304962337e-13,1.6192756557214372,1514.2336,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1229.7664000000004
downloadedSegment,4525336.0,6000.0,4838.9328,74.10997632377482,2.2101634221115742,72608.0,2165.37035515414,100.5943392,33.5314464,0.0,0.0,0.0,0.0,0.0,3638.0,108.49517067059774,2.920643054157237,0.0871016125972197,2.2101634221115742,0.0,1.872489091885441e-13,1.637257741592708,905.0672000000002,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1838.9328
missingTrace,6912928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,6912928.0,6000.0,4361.4144,76.30041464142667,2.1994538120388083,74664.0,2152.282136261206,104.0718576,34.6906192,0.0,0.0,0.0,0.0,0.0,3638.0,104.8698490801225,2.920643054157237,0.0841911479676683,2.1994538120388083,0.0,1.818989403545857e-13,1.632987833180008,1382.5856,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1361.4143999999997
missingTrace,6042616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,6042616.0,6000.0,4535.4768,78.49085295907852,2.202782184952264,76720.0,2153.08463162765,106.8977952,35.6325984,0.0,0.0,0.0,0.0,0.0,3638.0,102.09752202634763,2.920643054157237,0.0819654806357663,2.202782184952264,0.0,1.7684619201140277e-13,1.6415139820966616,1208.5232,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535.4768000000004
downloadedSegment,6859408.0,6000.0,4372.118399999999,80.68129127673038,2.199176238964945,78776.0,2147.242621669195,110.0611536,36.6870512,0.0,0.0,0.0,0.0,0.0,3638.0,99.16305293023932,2.920643054157237,0.0796096431472594,2.199176238964945,0.0,1.9664750308603857e-13,1.6434522168550956,1371.8816000000002,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.1183999999994
missingTrace,5717168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,5717168.0,6000.0,4600.5664,82.87172959438223,2.2033965015826644,80832.0,2149.164098392408,112.8327056,37.610901866666666,0.0,0.0,0.0,0.0,0.0,3638.0,96.72727372762742,2.920643054157237,0.0776541616712921,2.2033965015826644,0.0,1.9147256879430082e-13,1.6524384720369625,1143.4336,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.5663999999997
downloadedSegment,7100512.0,6000.0,4323.8976,85.06216791203408,2.197811374445768,82888.0,2141.6358608853207,116.1093744,38.7031248,0.0,0.0,0.0,0.0,0.0,3638.0,93.99757820071416,2.920643054157237,0.0754627195930504,2.197811374445768,0.0,1.8656301574829322e-13,1.6522219437773462,1420.1024,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1323.8976000000002
missingTrace,5239952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,5239952.0,6000.0,4696.009599999999,87.25260622968594,2.20451283277235,84944.0,2146.1838924795693,118.7372624,39.57908746666666,0.0,0.0,0.0,0.0,0.0,3638.0,91.91722783057864,2.920643054157237,0.0737925819188476,2.20451283277235,0.0,2.046363078989089e-13,1.6631652907632946,1047.9904,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1696.0095999999994
downloadedSegment,5982080.0,6000.0,4547.584,89.44304454733779,2.2014818806455225,87000.0,2141.35067277136,121.885688,40.62856266666667,0.0,0.0,0.0,0.0,0.0,3638.0,89.54291663841616,2.920643054157237,0.0718864479189034,2.2014818806455225,0.0,2.218279760421777e-13,1.6650028677632545,1196.4160000000002,0.0
delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547.5839999999998
missingTrace,7354272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,7354272.0,6000.0,4273.1456,91.63348286498965,2.1963899885848064,89056.0,2134.6095412700065,125.1601264,41.72004213333333,0.0,0.0,0.0,0.0,0.0,3638.0,87.2002954448918,2.920643054157237,0.0700057551433705,2.1963899885848064,0.0,2.382009933214812e-13,1.6648083568949146,1470.8544000000002,0.0
