status,size,buffer_size,buffer_level,total_played_utility,time_average_played_utility,total_played_bitrate,time_average_played_bitrate,total_play_time,total_play_time_chunks,total_rebuffer,rebuffer_ratio,time_average_rebuffer,total_rebuffer_events,time_average_rebuffer_events,total_bitrate_change,time_average_bitrate_change,total_log_bitrate_change,time_average_log_bitrate_change,time_average_score,total_reaction_time,estimate,qoe,download_time
missingTrace,886360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,886360,25000.0,3000.0,0.0,0.0,0.0,0.0,1.806171875,0.6020572916666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1731.171875
downloadedSegment,894744,25000.0,4177.453125,0.0,0.0,230.0,190.149760159836,3.62871875,1.2095729166666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2432076576615368,1747.546875
missingTrace,1471616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,1471616,25000.0,4228.203125,0.729437181965146,0.3326728400610656,707.0,322.43996294448795,6.57796875,2.19265625,0.0,0.0,0.0,0.0,0.0,247.0,112.64875650252976,0.7294371819651457,0.3326728400610655,0.3326728400610656,0.0,0.0,0.3264848341131527,2874.25
missingTrace,1837424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,1837424,25000.0,3564.484375,1.458874363930292,0.4273341763055039,1184.0,346.8178461801339,10.2416875,3.413895833333333,0.0,0.0,0.0,0.0,0.0,247.0,72.35135811359213,0.7294371819651457,0.2136670881527519,0.4273341763055039,0.0,0.0,0.3436037045045157,3588.71875
downloadedSegment,756424,25000.0,5012.09375,2.188311545895438,0.5566297397819139,1661.0,422.5001689142194,11.794078125,3.931359375,0.0,0.0,0.0,0.0,0.0,247.0,62.82814071150644,0.7294371819651457,0.1855432465939712,0.5566297397819139,0.0,0.0,0.4029466326143351,1477.390625
downloadedSegment,909296,25000.0,6161.125,2.188311545895438,0.4811221755283499,1661.0,365.18745927723313,13.645046875,4.548348958333333,0.0,0.0,0.0,0.0,0.0,247.0,54.30541989252052,0.7294371819651457,0.1603740585094499,0.4811221755283499,0.0,0.0,0.3566300065970302,1775.96875
missingTrace,1516048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,1516048,25000.0,6125.09375,2.552350612349305,0.4590261960090134,1992.0,358.25022550813094,16.681078125,5.560359375,0.0,0.0,0.0,0.0,0.0,393.0,70.67888485175475,1.0948352974764242,0.1969000964935695,0.4590261960090134,0.0,0.0,0.3582043660789454,2961.03125
missingTrace,2114632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
