status,size,buffer_size,buffer_level,total_played_utility,time_average_played_utility,total_played_bitrate,time_average_played_bitrate,total_play_time,total_play_time_chunks,total_rebuffer,rebuffer_ratio,time_average_rebuffer,total_rebuffer_events,time_average_rebuffer_events,total_bitrate_change,time_average_bitrate_change,total_log_bitrate_change,time_average_log_bitrate_change,time_average_score,total_reaction_time,estimate,qoe,download_time
missingTrace,886360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,886360,25000.0,3000.0,0.0,0.0,0.0,0.0,0.305272,0.1017573333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,177.272
downloadedSegment,8067960,25000.0,4258.407999999999,0.0,0.0,230.0,337.1010482376944,2.046864,0.682288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2997839035715124,1613.592
downloadedSegment,8491768,25000.0,5432.0544,2.555540685904549,1.9793935816344648,3192.0,2472.363029642332,3.8732176,1.2910725333333333,0.0,0.0,0.0,0.0,0.0,2732.0,2116.0701118367324,2.555540685904549,1.9793935816344648,1.9793935816344648,0.0,0.0,1.2803050245098662,1698.3536
missingTrace,9855896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,9855896,25000.0,6332.8752,2.555540685904549,1.2836759368891308,3192.0,1603.376386512028,5.9723968,1.9907989333333336,0.0,0.0,0.0,0.0,0.0,2732.0,1372.3133734181897,2.555540685904549,1.2836759368891308,1.2836759368891308,0.0,0.0,0.5752116829892439,1971.1792
downloadedSegment,12744936,25000.0,6655.887999999999,5.111081371809098,1.772755622299495,6154.0,2134.4872652202744,8.649384,2.883128,0.0,0.0,0.0,0.0,0.0,2732.0,947.5819318462449,2.555540685904549,0.8863778111497473,1.772755622299495,0.0,0.0,1.0920571570273954,2548.9872
missingTrace,11369328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,11369328,25000.0,7254.0224,7.666622057713647,2.0812004981899004,9116.0,2474.652278236481,11.051249599999998,3.6837498666666666,0.0,0.0,0.0,0.0,0.0,2732.0,741.6355884315561,2.555540685904549,0.6937334993966335,2.0812004981899004,0.0,0.0,1.3968886982144522,2273.8656
downloadedSegment,15416704,25000.0,7042.6816,10.751121412483029,2.261395954934602,14143.0,2974.8452987894825,14.2625904,4.7541968,0.0,0.0,0.0,0.0,0.0,4797.0,1009.003245301078,3.08449935476938,0.6487950508841747,2.261395954934602,0.0,0.0,1.8015294152863028,3083.3408
