status,size,buffer_size,buffer_level,total_played_utility,time_average_played_utility,total_played_bitrate,time_average_played_bitrate,total_play_time,total_play_time_chunks,total_rebuffer,rebuffer_ratio,time_average_rebuffer,total_rebuffer_events,time_average_rebuffer_events,total_bitrate_change,time_average_bitrate_change,total_log_bitrate_change,time_average_log_bitrate_change,time_average_score,total_reaction_time,estimate,qoe,download_time
downloadedSegment,650536,25000.0,3000.0,0.0,0.0,3910.0,121.7643372187022,96.333625,32.11120833333333,38.3339375,0.3979289422566627,1.1937868267699885,17.0,0.5294101618204443,0.0,0.0,0.0,0.0,-1.989644711283313,0.0,0.0,-6.144685254072337,5082.3125
missingTrace,680424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,680424,25000.0,3000.0,0.0,0.0,4140.0,122.09455569611777,101.7244375,33.908145833333336,40.72475,0.4003438210213745,1.2010314630641237,18.0,0.5308458943309468,0.0,0.0,0.0,0.0,-2.001719105106873,0.0,0.0,-6.185248587874452,5315.8125
missingTrace,718512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,718512,25000.0,3000.0,0.0,0.0,4370.0,122.05247860910448,107.4128125,35.804270833333334,43.413125,0.404170824593202,1.212512473779606,19.0,0.5306629504743673,0.0,0.0,0.0,0.0,-2.02085412296601,0.0,0.0,-6.223865300673412,5613.375
missingTrace,642144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,642144,25000.0,3000.0,0.0,0.0,4600.0,122.66169205360006,112.5045625,37.50152083333333,45.504875,0.4044713742164901,1.2134141226494704,20.0,0.5333117045808698,0.0,0.0,0.0,0.0,-2.022356871082451,0.0,0.0,-6.260007299053782,5016.75
missingTrace,680040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,680040,25000.0,3000.0,0.0,0.0,4830.0,122.90871228949284,117.892375,39.29745833333333,47.8926875,0.4062407556044231,1.2187222668132691,21.0,0.5343857056064907,0.0,0.0,0.0,0.0,-2.031203778022116,0.0,0.0,-6.2946328026185405,5312.8125
missingTrace,680040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,680040,25000.0,3000.0,0.0,0.0,5060.0,123.13414108004989,123.2801875,41.09339583333333,50.2805,0.4078554796163008,1.2235664388489027,22.0,0.5353658307828255,0.0,0.0,0.0,0.0,-2.0392773980815044,0.0,0.0,-6.327649198122877,5312.8125
missingTrace,680040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,680040,25000.0,3000.0,0.0,0.0,5290.0,123.34069077004384,128.668,42.88933333333333,52.6683125,0.4093349745080362,1.2280049235241086,23.0,0.5362638729132341,0.0,0.0,0.0,0.0,-2.046674872540181,0.0,0.0,-6.359199954266578,5312.8125
missingTrace,692904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,692904,25000.0,3000.0,0.0,0.0,5520.0,123.43809762958416,134.1563125,44.71877083333333,55.156625,0.4111370085548527,1.2334110256645583,24.0,0.5366873809981919,0.0,0.0,0.0,0.0,-2.055685042774264,0.0,0.0,-6.389478494835538,5413.3125
missingTrace,667176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,667176,25000.0,3000.0,0.0,0.0,5750.0,123.70590623988728,139.443625,46.481208333333335,57.4439375,0.4119509766043446,1.2358529298130336,25.0,0.5378517662603794,0.0,0.0,0.0,0.0,-2.059754883021723,0.0,0.0,-6.418387095681958,5212.3125
missingTrace,680040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,680040,25000.0,3000.0,0.0,0.0,5980.0,123.86813463755064,144.8314375,48.277145833333336,59.83175,0.4131130024860797,1.239339007458239,26.0,0.5385571071197853,0.0,0.0,0.0,0.0,-2.0655650124303984,0.0,0.0,-6.446232374845784,5312.8125
missingTrace,680040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
missingTrace,680040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,680040,25000.0,3000.0,0.0,0.0,6210.0,124.01872596221855,150.21925,50.07308333333334,62.2195625,0.4141916731710483,1.2425750195131449,27.0,0.5392118520096458,0.0,0.0,0.0,0.0,-2.0709583658552413,0.0,0.0,-6.473029219437019,5312.8125
missingTrace,680040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,680040,25000.0,3000.0,0.0,0.0,6440.0,124.15888899644256,155.6070625,51.86902083333333,64.607375,0.415195647048475,1.2455869411454257,28.0,0.5398212565062721,0.0,0.0,0.0,0.0,-2.0759782352423755,0.0,0.0,-6.498853985231528,5312.8125
missingTrace,706808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,706808,25000.0,3000.0,0.0,0.0,6670.0,124.12843353762932,161.204,53.73466666666667,67.2043125,0.4168898569514404,1.2506695708543212,29.0,0.5396888414679536,0.0,0.0,0.0,0.0,-2.084449284757202,0.0,0.0,-6.523895050839433,5521.9375
missingTrace,653272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,653272,25000.0,3000.0,0.0,0.0,6900.0,124.41198246662532,166.3826875,55.46089583333333,69.383,0.4170085304097519,1.2510255912292558,30.0,0.540921662898371,0.0,0.0,0.0,0.0,-2.08504265204876,0.0,0.0,-6.547850303963415,5103.6875
missingTrace,680040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downloadedSegment,680040,25000.0,3000.0,0.0,0.0,7130.0,124.52662127664529,171.7705,57.25683333333333,71.7708125,0.4178296768071351,1.2534890304214057,31.0,0.5414200925071534,0.0,0.0,0.0,0.0,-2.0891483840356755,0.0,0.0,-6.571141820118919,5312.8125
missingTrace,680040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
